District,Area,Year,Max_Temp,Min_Temp,Rainfall,Humidity,Wind,Cloud,Sunshine,ALT,Productions,PPH
7,142295,1984,36.66666667,24.16666667,457.6666667,79,1.8,4,6.687356322,9,189409,1.331100882
8,122080,1984,38.6,24.7,381.6666667,78,5.066666667,4.833333333,5.733333333,7,166718,1.365645478
9,87730,1984,37.06666667,25.03333333,369,86,4.6,5.633333333,6.366666667,4,88173,1.005049584
10,175745,1984,35.86666667,23.93333333,338.6666667,79.33333333,2.366666667,5.5,5.033333333,19,179505,1.021394634
11,182465,1984,35.2,24.2,538,81.33333333,2.1,4.933333333,6.063218391,6,205620,1.12690105
12,138320,1984,41.36666667,24.73333333,247.3333333,72.66666667,3.166666667,4.733333333,6.871264368,14,177802,1.28543956
13,35425,1984,35.56666667,25.36666667,318.6666667,83,3.966666667,5.1,5.491954023,3,21456,0.605673959
14,143520,1984,40.26666667,24.8,143,73.33333333,3.433333333,4,5.933333333,20,175416,1.222240803
15,17700,1984,35.66666667,21.53333333,374,77,1.7,4.666666667,6.201234568,63,21032,1.188248588
16,152565,1984,36.7,23.33333333,550,78.66666667,2,4.666666667,6.033333333,34,170345,1.116540491
17,623875,1984,36.13333333,22.86666667,597.3333333,80.66666667,1.233333333,6.033333333,5.166666667,35,506020,0.811091966
1,59030,1985,35.93333333,24.86666667,204,86.66666667,1.7,5.366666667,6.733333333,4,54024,0.915195663
2,219390,1985,36.96666667,24.16666667,261.6666667,76,1.733333333,3.766666667,6.933333333,20,298182,1.359141255
3,304860,1985,33.7,24.4,390.3333333,81.66666667,5.8,4.733333333,6.433333333,6,322436,1.057652693
4,288665,1985,35.36666667,24.4,238.6666667,82.33333333,2,4.5,6.333333333,10,333017,1.153645229
5,241085,1985,35.3,24.93333333,291.6666667,79,1.633333333,4.733333333,6.033333333,9,290765,1.206068399
6,57325,1985,36.5,23.6,238,68,1.233333333,3.9,6.5,37,57964,1.011146969
7,123475,1985,37.5,24.33333333,200.6666667,80.33333333,1.8,3.966666667,6.1,9,157390,1.274670986
8,65910,1985,38.4,25.13333333,166.3333333,75.33333333,3.666666667,4.233333333,6.533333333,7,89281,1.354589592
9,84325,1985,37.3,25.23333333,167,83,3.866666667,5.2,7.466666667,4,82580,0.979306256
10,148895,1985,34.83333333,23.63333333,181.3333333,78.66666667,2.2,5.1,5.5,19,136236,0.914980355
11,147265,1985,35.03333333,24.33333333,309.3333333,81.33333333,1.733333333,4.233333333,6.066666667,6,149532,1.015394018
12,141850,1985,38.86666667,24.43333333,134,68.33333333,2.3,4.066666667,7,14,199137,1.403856186
13,15365,1985,35.2,25.5,201.6666667,87,2.7,4.866666667,5.033333333,3,9682,0.63013342
14,226790,1985,39.03333333,24.03333333,164.3333333,74.66666667,2.766666667,3.833333333,7.266666667,20,262242,1.156320825
15,13795,1985,35.5,23.93333333,230.3333333,77.66666667,1.233333333,4.833333333,6.201234568,63,15302,1.109242479
16,254670,1985,35.8,23.2,386,78.33333333,1.933333333,4.433333333,6.233333333,34,309461,1.21514509
17,624245,1985,34.8,22.63333333,664,83,1.4,5.866666667,5.866666667,35,416873,0.667803507
